File,Pattern,Data,Well,Reader,Replicate,Metformin_mM,PG,Strain,595nm_f_AUC,595nm_f_logAUC,595nm_log_LG_a,595nm_log_LG_c,595nm_dt_Max
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,B7,Biotek,1.0000,200.0000,10.0000,NT12016,0.2569,-1.9609,,,0.0029
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,B8,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,B9,Biotek,1.0000,200.0000,10.0000,,0.0005,-11.0687,,,0.0009
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C1,Biotek,1.0000,200.0000,10.0000,,0.0717,-3.8018,,,0.0119
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C10,Biotek,1.0000,200.0000,10.0000,,0.0004,-11.1493,,,0.0008
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C11,Biotek,1.0000,200.0000,10.0000,,0.0004,-11.1494,,,0.0008
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C12,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C2,Biotek,1.0000,200.0000,10.0000,NT12535,0.0880,-3.5059,,,0.0180
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C3,Biotek,1.0000,200.0000,10.0000,NT12541,2.4862,1.3139,0.6779,-11.7090,0.0533
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C4,Biotek,1.0000,200.0000,10.0000,NT12558,2.4770,1.3086,0.3950,-7.4077,0.0255
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C5,Biotek,1.0000,200.0000,10.0000,NT12569,4.4536,2.1550,0.5032,-7.2238,0.0547
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C6,Biotek,1.0000,200.0000,10.0000,NT12011,5.5788,2.4800,0.4403,-5.9598,0.0465
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C7,Biotek,1.0000,200.0000,10.0000,NT12017,3.0718,1.6191,0.4932,-8.5140,0.0445
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C8,Biotek,1.0000,200.0000,10.0000,,0.2890,-1.7909,0.3946,-12.1693,0.0142
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,C9,Biotek,1.0000,200.0000,10.0000,,0.0715,-3.8059,,,0.0070
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D1,Biotek,1.0000,200.0000,10.0000,,0.0717,-3.8018,,,0.0119
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D10,Biotek,1.0000,200.0000,10.0000,,0.0666,-3.9092,,,0.0105
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D11,Biotek,1.0000,200.0000,10.0000,,0.0005,-11.0684,,,0.0009
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D12,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D2,Biotek,1.0000,200.0000,10.0000,NT12536,0.0719,-3.7988,,,0.0167
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D3,Biotek,1.0000,200.0000,10.0000,NT12542,0.0717,-3.8018,,,0.0119
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D4,Biotek,1.0000,200.0000,10.0000,NT12570,3.4245,1.7759,0.4900,-7.7389,0.0321
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D5,Biotek,1.0000,200.0000,10.0000,NT12581,0.0574,-4.1237,,,0.0095
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D6,Biotek,1.0000,200.0000,10.0000,NT12012,0.0020,-8.9341,,,0.0029
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D7,Biotek,1.0000,200.0000,10.0000,NT12018,0.8848,-0.1766,0.3010,-8.8617,0.0211
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D8,Biotek,1.0000,200.0000,10.0000,,0.1417,-2.8188,,,0.0107
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,D9,Biotek,1.0000,200.0000,10.0000,,0.0627,-3.9957,,,0.0112
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E1,Biotek,1.0000,200.0000,10.0000,,0.0641,-3.9629,,,0.0123
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E10,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E11,Biotek,1.0000,200.0000,10.0000,,0.0007,-10.3930,,,0.0037
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E12,Biotek,1.0000,200.0000,10.0000,,0.0066,-7.2522,,,0.0009
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E2,Biotek,1.0000,200.0000,10.0000,NT12537,0.0674,-3.8906,,,0.0156
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E3,Biotek,1.0000,200.0000,10.0000,NT12543,0.5197,-0.9443,0.5168,-13.5136,0.0283
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E4,Biotek,1.0000,200.0000,10.0000,NT12582,0.0707,-3.8215,,,0.0167
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E5,Biotek,1.0000,200.0000,10.0000,NT12593,0.0005,-10.9505,,,0.0015
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E6,Biotek,1.0000,200.0000,10.0000,NT12013,0.1236,-3.0157,,,0.0084
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E7,Biotek,1.0000,200.0000,10.0000,NT12019,0.5902,-0.7607,0.3314,-10.0301,0.0365
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E8,Biotek,1.0000,200.0000,10.0000,,0.0153,-6.0344,,,0.0017
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,E9,Biotek,1.0000,200.0000,10.0000,,0.0437,-4.5153,,,0.0136
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F1,Biotek,1.0000,200.0000,10.0000,,0.0712,-3.8122,,,0.0118
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F10,Biotek,1.0000,200.0000,10.0000,,0.0356,-4.8127,,,0.0090
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F11,Biotek,1.0000,200.0000,10.0000,,0.0435,-4.5225,,,0.0070
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F12,Biotek,1.0000,200.0000,10.0000,,0.0005,-10.9515,,,0.0015
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F2,Biotek,1.0000,200.0000,10.0000,NT12538,1.6753,0.7444,0.4386,-8.1538,0.0197
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F3,Biotek,1.0000,200.0000,10.0000,NT12544,0.0722,-3.7919,,,0.0118
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F4,Biotek,1.0000,200.0000,10.0000,NT12594,6.0819,2.6045,0.5039,-5.8062,0.0422
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F5,Biotek,1.0000,200.0000,10.0000,NT12605,0.0549,-4.1880,,,0.0102
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F6,Biotek,1.0000,200.0000,10.0000,NT12014,0.1170,-3.0954,,,0.0096
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F7,Biotek,1.0000,200.0000,10.0000,NT12020,0.0054,-7.5244,,,0.0008
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F8,Biotek,1.0000,200.0000,10.0000,,0.0004,-11.4323,,,0.0002
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,F9,Biotek,1.0000,200.0000,10.0000,,0.0579,-4.1114,,,0.0094
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G1,Biotek,1.0000,200.0000,10.0000,,0.0030,-8.3784,,,0.0012
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G10,Biotek,1.0000,200.0000,10.0000,,0.0021,-8.9232,,,0.0023
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G11,Biotek,1.0000,200.0000,10.0000,,0.0001,-13.0173,,,0.0001
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G12,Biotek,1.0000,200.0000,10.0000,,0.0075,-7.0543,,,0.0006
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G2,Biotek,1.0000,200.0000,10.0000,NT12539,0.7522,-0.4108,0.4624,-11.9408,0.0356
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G3,Biotek,1.0000,200.0000,10.0000,NT12545,0.0451,-4.4713,,,0.0069
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G4,Biotek,1.0000,200.0000,10.0000,NT12606,0.7641,-0.3881,0.2887,-8.2759,0.0117
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G5,Biotek,1.0000,200.0000,10.0000,NT12009,0.0645,-3.9538,,,0.0107
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G6,Biotek,1.0000,200.0000,10.0000,NT12015,0.0717,-3.8018,,,0.0119
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G7,Biotek,1.0000,200.0000,10.0000,NT12533,0.1179,-3.0843,,,0.0065
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G8,Biotek,1.0000,200.0000,10.0000,,0.0717,-3.8018,,,0.0119
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,G9,Biotek,1.0000,200.0000,10.0000,,0.0639,-3.9684,,,0.0116
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H1,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H10,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H11,Biotek,1.0000,200.0000,10.0000,,0.0033,-8.2604,,,0.0007
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H12,Biotek,1.0000,200.0000,10.0000,,0.0024,-8.7321,,,0.0003
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H2,Biotek,1.0000,200.0000,10.0000,,0.0085,-6.8855,,,0.0064
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H3,Biotek,1.0000,200.0000,10.0000,,0.0072,-7.1237,,,0.0012
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H4,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H5,Biotek,1.0000,200.0000,10.0000,,0.0011,-9.8122,,,0.0006
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H6,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H7,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H8,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
240423_PG10_200mM.txt,Pattern_Media_P10.xlsx,Summary,H9,Biotek,1.0000,200.0000,10.0000,,0.0000,,,,0.0000
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A1,Biotek,2.0000,50.0000,7.0000,,0.0014,-9.4493,,,0.0007
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A10,Biotek,2.0000,50.0000,7.0000,,4.6444,2.2155,1.2928,-18.8575,0.1259
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A11,Biotek,2.0000,50.0000,7.0000,,0.0005,-11.0007,,,0.0009
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A12,Biotek,2.0000,50.0000,7.0000,,0.0028,-8.5034,,,0.0012
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A2,Biotek,2.0000,50.0000,7.0000,,0.0005,-11.0684,,,0.0009
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A3,Biotek,2.0000,50.0000,7.0000,,0.0033,-8.2344,,,0.0009
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A4,Biotek,2.0000,50.0000,7.0000,,0.0065,-7.2627,,,0.0059
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A5,Biotek,2.0000,50.0000,7.0000,,0.0005,-10.8879,,,0.0008
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A6,Biotek,2.0000,50.0000,7.0000,,0.0019,-9.0765,,,0.0007
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A7,Biotek,2.0000,50.0000,7.0000,,0.0037,-8.0941,,,0.0006
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A8,Biotek,2.0000,50.0000,7.0000,,0.0014,-9.4319,,,0.0006
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,A9,Biotek,2.0000,50.0000,7.0000,,5.6358,2.4946,1.5111,-18.3328,0.1805
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B1,Biotek,2.0000,50.0000,7.0000,,0.0006,-10.6836,,,0.0007
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B10,Biotek,2.0000,50.0000,7.0000,NT12110,4.3263,2.1131,1.2097,-16.7309,0.1049
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B11,Biotek,2.0000,50.0000,7.0000,NT12121,7.3292,2.8737,1.4551,-14.5222,0.1668
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B12,Biotek,2.0000,50.0000,7.0000,,0.0037,-8.0604,,,0.0002
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B2,Biotek,2.0000,50.0000,7.0000,NT12017,6.8424,2.7745,1.7184,-15.1082,0.1387
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B3,Biotek,2.0000,50.0000,7.0000,NT12023,7.9965,2.9994,1.4512,-12.8954,0.1385
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B4,Biotek,2.0000,50.0000,7.0000,NT12029,6.5731,2.7166,1.5866,-14.6548,0.1685
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B5,Biotek,2.0000,50.0000,7.0000,NT12040,6.3832,2.6743,1.3913,-15.9242,0.1450
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B6,Biotek,2.0000,50.0000,7.0000,NT12013,6.1321,2.6164,1.2442,-12.5042,0.0998
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B7,Biotek,2.0000,50.0000,7.0000,NT12091,5.6932,2.5092,1.3409,-12.2341,0.0940
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B8,Biotek,2.0000,50.0000,7.0000,NT12098,6.5596,2.7136,1.4841,-15.2891,0.1884
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,B9,Biotek,2.0000,50.0000,7.0000,NT12104,6.2626,2.6468,1.0545,-12.3675,0.1064
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C1,Biotek,2.0000,50.0000,7.0000,,0.0005,-11.0648,,,0.0009
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C10,Biotek,2.0000,50.0000,7.0000,NT12122,2.6947,1.4301,0.6622,-11.4401,0.0597
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C11,Biotek,2.0000,50.0000,7.0000,NT12133,6.0171,2.5891,1.3665,-16.2612,0.1470
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C12,Biotek,2.0000,50.0000,7.0000,,0.0001,-13.0173,,,0.0001
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C2,Biotek,2.0000,50.0000,7.0000,NT12018,5.7306,2.5187,2.0343,-22.2378,0.1546
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C3,Biotek,2.0000,50.0000,7.0000,NT12024,6.0740,2.6027,1.6583,-16.9037,0.1816
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C4,Biotek,2.0000,50.0000,7.0000,NT12041,7.8248,2.9681,1.8014,-16.0932,0.1660
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C5,Biotek,2.0000,50.0000,7.0000,NT12052,8.1518,3.0271,1.4094,-11.6289,0.1293
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C6,Biotek,2.0000,50.0000,7.0000,NT12014,4.4271,2.1464,1.3183,-13.7297,0.0731
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C7,Biotek,2.0000,50.0000,7.0000,NT12092,7.9108,2.9838,1.3924,-12.7650,0.1296
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C8,Biotek,2.0000,50.0000,7.0000,NT12099,5.7308,2.5187,1.4335,-13.9364,0.1308
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,C9,Biotek,2.0000,50.0000,7.0000,NT12105,5.0982,2.3500,1.2929,-14.9542,0.1002
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D1,Biotek,2.0000,50.0000,7.0000,,0.0000,,,,0.0000
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D10,Biotek,2.0000,50.0000,7.0000,NT12134,3.9478,1.9810,1.2434,-17.1072,0.0972
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D11,Biotek,2.0000,50.0000,7.0000,NT12145,6.5208,2.7050,1.2450,-14.4299,0.1191
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D12,Biotek,2.0000,50.0000,7.0000,,4.1744,2.0616,1.0677,-15.8734,0.0883
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D2,Biotek,2.0000,50.0000,7.0000,NT12019,5.0276,2.3299,2.1050,-25.1896,0.1486
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D3,Biotek,2.0000,50.0000,7.0000,NT12025,5.4460,2.4452,1.4424,-15.1244,0.1689
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D4,Biotek,2.0000,50.0000,7.0000,NT12053,5.4192,2.4381,0.9764,-12.0684,0.0713
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D5,Biotek,2.0000,50.0000,7.0000,NT12064,7.5579,2.9180,1.4379,-11.8132,0.1410
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D6,Biotek,2.0000,50.0000,7.0000,NT12015,7.0715,2.8220,1.4819,-13.9250,0.1261
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D7,Biotek,2.0000,50.0000,7.0000,NT12093,6.2227,2.6375,1.2968,-12.1447,0.1349
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D8,Biotek,2.0000,50.0000,7.0000,NT12100,5.8657,2.5523,0.9529,-10.0030,0.0719
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,D9,Biotek,2.0000,50.0000,7.0000,NT12106,7.2566,2.8593,1.1312,-11.9479,0.1041
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E1,Biotek,2.0000,50.0000,7.0000,,0.0005,-10.9451,,,0.0015
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E10,Biotek,2.0000,50.0000,7.0000,NT12146,5.4946,2.4580,1.4163,-15.6805,0.1212
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E11,Biotek,2.0000,50.0000,7.0000,NT12157,6.3280,2.6618,1.1422,-13.0492,0.1007
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E12,Biotek,2.0000,50.0000,7.0000,,0.0000,,,,0.0000
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E2,Biotek,2.0000,50.0000,7.0000,NT12020,4.6614,2.2207,1.2340,-15.4025,0.0996
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E3,Biotek,2.0000,50.0000,7.0000,NT12026,6.6393,2.7310,1.5036,-15.6960,0.1278
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E4,Biotek,2.0000,50.0000,7.0000,NT12065,5.6296,2.4930,1.6465,-16.1378,0.1353
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E5,Biotek,2.0000,50.0000,7.0000,NT12076,7.0806,2.8239,1.3951,-11.3620,0.1481
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E6,Biotek,2.0000,50.0000,7.0000,NT12016,7.9043,2.9826,1.3836,-12.3238,0.1142
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E7,Biotek,2.0000,50.0000,7.0000,NT12094,5.0875,2.3470,1.4071,-13.4136,0.0939
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E8,Biotek,2.0000,50.0000,7.0000,NT12101,6.3438,2.6654,1.3158,-13.2440,0.1247
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,E9,Biotek,2.0000,50.0000,7.0000,NT12107,5.4771,2.4534,1.0842,-11.6276,0.0995
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F1,Biotek,2.0000,50.0000,7.0000,,0.0004,-11.1706,,,0.0007
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F10,Biotek,2.0000,50.0000,7.0000,NT12158,0.0633,-3.9817,,,0.0158
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F11,Biotek,2.0000,50.0000,7.0000,NT12169,6.1252,2.6148,1.2479,-15.3909,0.1510
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F12,Biotek,2.0000,50.0000,7.0000,,0.0001,-13.0173,,,0.0001
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F2,Biotek,2.0000,50.0000,7.0000,NT12021,5.0462,2.3352,1.1658,-15.3206,0.1055
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F3,Biotek,2.0000,50.0000,7.0000,NT12027,0.0717,-3.8018,,,0.0119
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F4,Biotek,2.0000,50.0000,7.0000,NT12077,6.4677,2.6932,1.3553,-13.6494,0.1127
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F5,Biotek,2.0000,50.0000,7.0000,NT12088,7.2563,2.8592,1.0383,-9.2552,0.0994
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F6,Biotek,2.0000,50.0000,7.0000,NT12089,7.6360,2.9328,1.5480,-13.2265,0.1430
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F7,Biotek,2.0000,50.0000,7.0000,NT12095,8.3556,3.0627,1.0479,-10.2991,0.1822
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F8,Biotek,2.0000,50.0000,7.0000,NT12102,7.4446,2.8962,1.6058,-12.0868,0.1501
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,F9,Biotek,2.0000,50.0000,7.0000,NT12108,3.7973,1.9250,1.0165,-12.6926,0.0698
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,G1,Biotek,2.0000,50.0000,7.0000,,0.0000,,,,0.0000
210417_PG7_50mM.txt,Pattern_Media_P7.xlsx,Summary,G10,Biotek,2.0000,50.0000,7.0000,NT12170,6.1038,2.6097,1.2233,-13.1492,0.1101
