File,Pattern,Well,Reader,Replicate,Metformin_mM,PG,Strain
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A6,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B6,Biotek,1.0000,0.0000,1.0000,NT12034
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C6,Biotek,1.0000,0.0000,1.0000,NT12046
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D6,Biotek,1.0000,0.0000,1.0000,NT12058
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E6,Biotek,1.0000,0.0000,1.0000,NT12070
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F6,Biotek,1.0000,0.0000,1.0000,NT12082
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G6,Biotek,1.0000,0.0000,1.0000,NT12006
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H6,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A7,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B7,Biotek,1.0000,0.0000,1.0000,NT12035
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C7,Biotek,1.0000,0.0000,1.0000,NT12047
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D7,Biotek,1.0000,0.0000,1.0000,NT12059
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E7,Biotek,1.0000,0.0000,1.0000,NT12071
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F7,Biotek,1.0000,0.0000,1.0000,NT12083
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G7,Biotek,1.0000,0.0000,1.0000,NT12007
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H7,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A8,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B8,Biotek,1.0000,0.0000,1.0000,NT12036
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C8,Biotek,1.0000,0.0000,1.0000,NT12048
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D8,Biotek,1.0000,0.0000,1.0000,NT12060
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E8,Biotek,1.0000,0.0000,1.0000,NT12072
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F8,Biotek,1.0000,0.0000,1.0000,NT12084
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G8,Biotek,1.0000,0.0000,1.0000,NT12008
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H8,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A9,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B9,Biotek,1.0000,0.0000,1.0000,NT12037
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C9,Biotek,1.0000,0.0000,1.0000,NT12049
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D9,Biotek,1.0000,0.0000,1.0000,NT12061
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E9,Biotek,1.0000,0.0000,1.0000,NT12073
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F9,Biotek,1.0000,0.0000,1.0000,NT12085
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G9,Biotek,1.0000,0.0000,1.0000,NT12009
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H9,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A10,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B10,Biotek,1.0000,0.0000,1.0000,NT12038
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C10,Biotek,1.0000,0.0000,1.0000,NT12050
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D10,Biotek,1.0000,0.0000,1.0000,NT12062
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E10,Biotek,1.0000,0.0000,1.0000,NT12074
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F10,Biotek,1.0000,0.0000,1.0000,NT12086
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G10,Biotek,1.0000,0.0000,1.0000,NT12010
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H10,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A11,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B11,Biotek,1.0000,0.0000,1.0000,NT12039
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C11,Biotek,1.0000,0.0000,1.0000,NT12051
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D11,Biotek,1.0000,0.0000,1.0000,NT12063
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E11,Biotek,1.0000,0.0000,1.0000,NT12075
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F11,Biotek,1.0000,0.0000,1.0000,NT12087
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G11,Biotek,1.0000,0.0000,1.0000,NT12011
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H11,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,A12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,B12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,C12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,D12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,E12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,F12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,G12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_0mM.txt,Pattern_Media_P1.xlsx,H12,Biotek,1.0000,0.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H1,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A2,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B2,Biotek,1.0000,50.0000,1.0000,NT12030
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C2,Biotek,1.0000,50.0000,1.0000,NT12042
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D2,Biotek,1.0000,50.0000,1.0000,NT12054
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E2,Biotek,1.0000,50.0000,1.0000,NT12066
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F2,Biotek,1.0000,50.0000,1.0000,NT12078
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G2,Biotek,1.0000,50.0000,1.0000,NT12002
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H2,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A3,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B3,Biotek,1.0000,50.0000,1.0000,NT12031
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C3,Biotek,1.0000,50.0000,1.0000,NT12043
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D3,Biotek,1.0000,50.0000,1.0000,NT12055
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E3,Biotek,1.0000,50.0000,1.0000,NT12067
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F3,Biotek,1.0000,50.0000,1.0000,NT12079
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G3,Biotek,1.0000,50.0000,1.0000,NT12003
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H3,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A4,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B4,Biotek,1.0000,50.0000,1.0000,NT12032
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C4,Biotek,1.0000,50.0000,1.0000,NT12044
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D4,Biotek,1.0000,50.0000,1.0000,NT12056
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E4,Biotek,1.0000,50.0000,1.0000,NT12068
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F4,Biotek,1.0000,50.0000,1.0000,NT12080
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G4,Biotek,1.0000,50.0000,1.0000,NT12004
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H4,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A5,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B5,Biotek,1.0000,50.0000,1.0000,NT12033
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C5,Biotek,1.0000,50.0000,1.0000,NT12045
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D5,Biotek,1.0000,50.0000,1.0000,NT12057
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E5,Biotek,1.0000,50.0000,1.0000,NT12069
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F5,Biotek,1.0000,50.0000,1.0000,NT12081
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G5,Biotek,1.0000,50.0000,1.0000,NT12005
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H5,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A6,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B6,Biotek,1.0000,50.0000,1.0000,NT12034
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C6,Biotek,1.0000,50.0000,1.0000,NT12046
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D6,Biotek,1.0000,50.0000,1.0000,NT12058
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E6,Biotek,1.0000,50.0000,1.0000,NT12070
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F6,Biotek,1.0000,50.0000,1.0000,NT12082
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G6,Biotek,1.0000,50.0000,1.0000,NT12006
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H6,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A7,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B7,Biotek,1.0000,50.0000,1.0000,NT12035
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C7,Biotek,1.0000,50.0000,1.0000,NT12047
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D7,Biotek,1.0000,50.0000,1.0000,NT12059
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E7,Biotek,1.0000,50.0000,1.0000,NT12071
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F7,Biotek,1.0000,50.0000,1.0000,NT12083
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G7,Biotek,1.0000,50.0000,1.0000,NT12007
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H7,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A8,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B8,Biotek,1.0000,50.0000,1.0000,NT12036
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C8,Biotek,1.0000,50.0000,1.0000,NT12048
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D8,Biotek,1.0000,50.0000,1.0000,NT12060
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E8,Biotek,1.0000,50.0000,1.0000,NT12072
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F8,Biotek,1.0000,50.0000,1.0000,NT12084
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G8,Biotek,1.0000,50.0000,1.0000,NT12008
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H8,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A9,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B9,Biotek,1.0000,50.0000,1.0000,NT12037
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C9,Biotek,1.0000,50.0000,1.0000,NT12049
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D9,Biotek,1.0000,50.0000,1.0000,NT12061
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E9,Biotek,1.0000,50.0000,1.0000,NT12073
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F9,Biotek,1.0000,50.0000,1.0000,NT12085
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G9,Biotek,1.0000,50.0000,1.0000,NT12009
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H9,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A10,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B10,Biotek,1.0000,50.0000,1.0000,NT12038
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C10,Biotek,1.0000,50.0000,1.0000,NT12050
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D10,Biotek,1.0000,50.0000,1.0000,NT12062
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E10,Biotek,1.0000,50.0000,1.0000,NT12074
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F10,Biotek,1.0000,50.0000,1.0000,NT12086
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G10,Biotek,1.0000,50.0000,1.0000,NT12010
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H10,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A11,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B11,Biotek,1.0000,50.0000,1.0000,NT12039
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C11,Biotek,1.0000,50.0000,1.0000,NT12051
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D11,Biotek,1.0000,50.0000,1.0000,NT12063
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E11,Biotek,1.0000,50.0000,1.0000,NT12075
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F11,Biotek,1.0000,50.0000,1.0000,NT12087
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G11,Biotek,1.0000,50.0000,1.0000,NT12011
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H11,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,A12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,B12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,C12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,D12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,E12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,F12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,G12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_50mM.txt,Pattern_Media_P1.xlsx,H12,Biotek,1.0000,50.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,G1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,H1,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A2,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B2,Biotek,1.0000,100.0000,1.0000,NT12030
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C2,Biotek,1.0000,100.0000,1.0000,NT12042
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D2,Biotek,1.0000,100.0000,1.0000,NT12054
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E2,Biotek,1.0000,100.0000,1.0000,NT12066
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F2,Biotek,1.0000,100.0000,1.0000,NT12078
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,G2,Biotek,1.0000,100.0000,1.0000,NT12002
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,H2,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A3,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B3,Biotek,1.0000,100.0000,1.0000,NT12031
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C3,Biotek,1.0000,100.0000,1.0000,NT12043
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D3,Biotek,1.0000,100.0000,1.0000,NT12055
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E3,Biotek,1.0000,100.0000,1.0000,NT12067
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F3,Biotek,1.0000,100.0000,1.0000,NT12079
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,G3,Biotek,1.0000,100.0000,1.0000,NT12003
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,H3,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A4,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B4,Biotek,1.0000,100.0000,1.0000,NT12032
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C4,Biotek,1.0000,100.0000,1.0000,NT12044
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D4,Biotek,1.0000,100.0000,1.0000,NT12056
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E4,Biotek,1.0000,100.0000,1.0000,NT12068
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F4,Biotek,1.0000,100.0000,1.0000,NT12080
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,G4,Biotek,1.0000,100.0000,1.0000,NT12004
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,H4,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A5,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B5,Biotek,1.0000,100.0000,1.0000,NT12033
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C5,Biotek,1.0000,100.0000,1.0000,NT12045
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D5,Biotek,1.0000,100.0000,1.0000,NT12057
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E5,Biotek,1.0000,100.0000,1.0000,NT12069
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F5,Biotek,1.0000,100.0000,1.0000,NT12081
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,G5,Biotek,1.0000,100.0000,1.0000,NT12005
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,H5,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A6,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B6,Biotek,1.0000,100.0000,1.0000,NT12034
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C6,Biotek,1.0000,100.0000,1.0000,NT12046
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D6,Biotek,1.0000,100.0000,1.0000,NT12058
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E6,Biotek,1.0000,100.0000,1.0000,NT12070
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F6,Biotek,1.0000,100.0000,1.0000,NT12082
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,G6,Biotek,1.0000,100.0000,1.0000,NT12006
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,H6,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,A7,Biotek,1.0000,100.0000,1.0000,
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,B7,Biotek,1.0000,100.0000,1.0000,NT12035
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,C7,Biotek,1.0000,100.0000,1.0000,NT12047
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,D7,Biotek,1.0000,100.0000,1.0000,NT12059
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,E7,Biotek,1.0000,100.0000,1.0000,NT12071
210401_PG1_100mM.txt,Pattern_Media_P1.xlsx,F7,Biotek,1.0000,100.0000,1.0000,NT12083
